,date,newspaper_id,newspaper,article_id,title,text,pred,conf,newspaper_web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,1876-02-17,AS,Auckland Star,30,UNTITLED,"Uncle Lsvi - ' Now, Sammy tell me, have you read the beautiful Btory of Joseph ?' Sum — • Oh, j.es, uncle.' Uncle—'Wellthen what wrong did they do wben they sold their bro ther !'lam-' They sold him too cheap 1 thitiW.' ( / v ' Touching conclusion of an obituary notice in an Indiana newspaper: - ' He w\.s an elder in the Methodist church aud a leader of the brass band in the village.' Mary 'questioning her little brother on the gender of nouns): .Now, Tommy, what is the ftmiuireof beau ? Tommy: Why, arrow of course '. (Mary feels ail of a quiver.) The theatrical world of London'is just now agitated over a theatrical scandal of no smail proportions. One of th. Bert known of London actresses not long ago married a gentleman unconnected with the profession. The lady is considered beautiful; the gentle man was certainly devoted. Shortly after the marriage, however, the wife intimated her intention to return to the stage, and in spite of all protests persistod in her resolution An agreement was made accordingly that she should not, at present at any rate, relinquish her profession, and her husband gave his consent to her app.arance at the theatre where he had first made her acquaintance After a short honeymoon the wife entered into an engagement at tbe theatre indicated, and made her appear ance. It was noticed by her friend* that she was not in good spirits, and she seemed daring the performance to be nervous, and she lacked that confidence which had hitherto always distinguished her. The part she was playing did not require her presence at the end of the piece, and she left the house just before the fall of the curtain. Aa she was passing out of tbe Stage entrance a man suddenly stepped forward and made a lunge at her with his knife. With a cry she rapidly ran back and made her way to the pit door, but was again met by the same man, who again attempted to stab her. She quickly ran to the stall door, followed by two or three person-, but the mm had cvi dently divined hir purpose, f.,r he again met her and raised bis knife to Strike her. H was seized by tbe theatre official"", and the lady escaped in a c»b in the confusion, and drove off. The would-be murderer turned out to be no less than the lady's husband. She is now dodging fiom hotel to hotel to elude her husband, and he is following her about, vowing to take her lie.",0,-0.914127134,https://paperspast.natlib.govt.nz/newspapers/auckland-star/1876/02/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1895-08-08,OW,Otago Witness,60,PRESENTATION AT MILTON.,"A number of Milton residents met at Me Francis Grant's hotel on Monday evening, and handed him a cheque to cover the amount o£ the fine and costs tbafc had been imposed upon him at the June sittings of the Magistrate's Court for An alleged breach of the Licensing Act in supplying liquor to a man while already in a state of intoxication, and to express their sympathy with him for that on the occasion referred to his license had been endorsed. Me Donald Reid, who acted as spokesman, said ha had bees deputed by the subscribers bo say a few words in connection with the conviction and endorsement. After referring to the particulars of (he case, the evidence adduced, and to the fact thab both Mr and Mrs Grant were in Duneclin, when the alleged offence took placp, Mr Reid said that the magistrate found that tho person supplied was already in a state of intoxication. With that erery one agreed ; ib was conclu sively proved by all the witnesses. The magig trabe then proceeded thus : "" The only question was as to whether the person in charge had an opportunity of noticing it. He was of opinion that she had ample opportunity for this, bub that the facb that he was an old customer and that ib would do him no harm had overweighed her judgment."" The only logical conclusion to be drawn from these remarks is, that the magistrate did nob believe Miss Frances Grant's evidence. The evidenca of individuals is frequently diste« garded in courts of justice, and in many cusea rightly so too. Ib is of daily occurrence and generally occasions little comment. In Miss Grant's c*ae, however, the matter is very dif ferent, and it cannot be Raid her friends are apathetic The list of subscribers I now hold in my hand contains, with bwo exceptions, the nam'S of 1 the oldest residents aud tradespeople of Milton — mm who. have known Miss Grant siuce tthe wan a child ; aud I have been requested to stale that they nob only believe that every word she gave in evidence was the truth and nothing but the truth, but that she is incapable of t«lliug a falsehood. I neod scarcely say that; I am pleased to make this statement, and that ifc contains my own sentiments with regard to your daughter. If the opinions of so many of those who have so long and favourably known Mi™ Granb are correct, as I believe they are, ib follows as a natural sequence that you should neither have been fined nor had your licsnse endorsed. The residents represented by this deputation conaider that .you have been very hardly dealb with. The monetary fine is of course of little moment, but by the endorsement of jour license they believe you have suffered an indignity for an act which neither you nor any rn^rabar of your family committed. To show their »ymp*thy they have subscribed and asked me to present to you the amount of the fine and costs. You are to accept ib as an assurance that, in their opinion at all eventi, the reputation of yonr daughter for ttuthfulnew and your own as a citizen and publican are in no way sollied by the verdict.^. Mr Grant heartily thanked Mr Reid and the sub -Bribers for their great kindness and their sympathy with him in the unfortunate aff *ir which led to the prosecution, the result of which took most people in the district, knowing the circumstances of the case, by surprise. He was extremely grateful for their sympathy, coming as it did from the principal residents in the town where he had lived for the pasb 32 years. It had always been his endeavour to keep hia house and business as quieb and as well conducted as possible. He regretted very much that Mrs Grant and him self were away from home at the time of tha occurrence. He wa9 sure that his daughtee did nob know that th? man she had supplied tha drink to was tha worse of drink. Reports had been published that M'Lcod was supplied with drink, which proved to bo utterly false, He again thanked the subscribers, and said h«j felt that he had many true friends around him, and was nob alone and deserted though a, publican.",0,-0.926086586,https://paperspast.natlib.govt.nz/newspapers/otago-witness/1895/08/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,1895-08-08,OW,Otago Witness,187,Oar Sydney Letter.,", Sydney. July 25.-The game here keeps up well. Mr W. M'llvrrtck, the well-known player of Tnvercargill (N.Z.)i has bean here some time, and has enjoyed himself immensely, doing plenty of draughts-playinjj. Mr Thomas Reid took the) visitor up ti Katoomba and introduced him to Mr Illingworth, with whom he played a total of 73 gimes. resulting— M 'll wrick 26, Illingworth 17, ana 30 draws 1 ° Mr Reid also entered the lister, and played 22 with the Katoomba warrior, win ning 9 and drawing 10, with 3 to the credit of his opponent. Mr M'llwrick also met the redoubt able Boyca across the board, besides other players. A draughts column has been started in the Town and Country Journal here, conducted by "" Coulter Fell."" A match was played at the School of Arfa oa Wednesday, July 17, between the Sydney Club, Sussex street, and the School of Arts Club, ciglit men a side. A large number of draughts players witnessed the match, among whom was Mr M'llwrick. Scores :— S. of A. S.D.O. •Wins. . Draws. Wins. 1 Ittid 3 Drury 0 3 Stormonfc 1 M'Dunald 0, 1 Trumper 0 Falconer 3 j 2 Roberts "" 2 Johnson 0' ' 3 Kcbenson 0 E. Chalmers 1 2 Johns 2 J. Chalmers 0 1 Fleschman 1 Millar 3 0 Collier 0 Hilton a 13 1 10 [We have r ceived over 30 interesting games with tbi« letter, which should command attention. They were played by such experts ;is Messrs M'llwrick, Il^id, Boyco, Illingworth. &<;., a largo share being M'llwrick v. Illingworth and Boyce. These games will be published from week to wc^k, commencing next i-si c. — Dr Ed ]",0,-0.93658692,https://paperspast.natlib.govt.nz/newspapers/otago-witness/1895/08/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,1876-02-17,AS,Auckland Star,27,NAPIER.,"(From our own Correspondent.) Tnis day. The, Rev, Mr Parkin and Napier Bar maids- There ia great excitement among the pub licans caused thron-h the Rev. G. Parkin stating at a Good Templar soiree thai in ""travelling through Napier he aaw brazen faced and painted up women presiding at bars, handing to men that drink which would steep souls iv degradation, which caused unhappy homes, and at l< ngth hurried their poor victims into an untimely grave "" The publicans raised a subociip iou tod. fray Court expenses—should one be fined for horse-whipping the clergyman for the state ment, as there are no barmaids in Napier public houses ? Mr Parkin has retracted the statement in the Telegraph to-night, and says he did not intend to .""pply the remarks to Napier. One publican's wife went to Mr Parkin's house and gave him a great tongue thrashing. The Southern Gross- Sailed last evening M.Uihein Crops for Auckland. Passengers: Mesdaims Gold well, Birgrove, Cuild.i, lU_nlin,.Mi3s Bargrove. Mesais. Hamlin (2), North and Carter.",0,-0.949597215,https://paperspast.natlib.govt.nz/newspapers/auckland-star/1876/02/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,1895-08-08,OW,Otago Witness,133,TO CORRESPONDENTS,"Subscriber (Hanipden) asky : Did Happy J*c.k ever win a double in the trots at the Taieri? If bo, when? Answer : No, but he won two trots on one day (March 17, 1S91) at Tokomairiro.",0,-0.952479601,https://paperspast.natlib.govt.nz/newspapers/otago-witness/1895/08/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1896-11-09,OAM,Oamaru Mail,5,Wool.,"The N.M. and A. Co., Ltd, reporb per San Francisco mail, under date Ootober 2nd : The fifth series of colonial wool auctions for the current year commenced here on the 22nd ultimo, the following being the total quantity available for sale, after de ducting the wools forwarded direct, and adding those held oyer from the July series : bales. New South Wales 62,200 Victoria - 43,900 Queensland ... „ .« ... 39,100 South Australia 11,100 West Australia .„ 2,700 Tasmania 3,800 New Zealand 126,200 South Africa ... 23,200 Total ... 311,200 There was a very good all-round atten dance on the opening day, even a few American buyers making their appearance. Competition, although fairly animated, was of rather a partial nature, the home trade being the only section apparently eager to buy. Prices at first were rather irregular, for whereas the better descrip tions of greasy merino realised nearly last sales' values, there was a decided and well pronounced fall of from 5 to 7£ per cent, in the case of all heavy, faulty and Wftßty parcels. Subsequent sales have nob only confirmed this, but have also brought about a further decline in the inferior kinds of greasy, and all are now 6 to 10 per cent, cheaper than last time. Scoured merinos, owing to a good demand on the part of the home trade, have sold rela tively better than greasy, and while the lower, faulty kinds are mostly Id down, anything of merit is well supported at a decline of about id per lb. As regards crossbreds, very large quan tities of which have been brought forward, the only sorts which fairly maintain pre vious values are coarse, deep, lustrous growths, the supply of which is very limited. All other kinds ruled for the first few days at prices slightly under July rates, but have since still further lost ground, and must now be quoted 7£ to 10 per cent, lower, the finer grades showing the greatest decline. Scoureds also are mostly £d to Id per lb lower, the finer grades again suffering most. Slips mußb also be quoted about Jd per lb lower. The following table shows the quantities catalogued and withdrawn, up to, and including the sale on 30th ultimo. The sale of Ist instant was postponed owing to foar.",0,-0.952489392,https://paperspast.natlib.govt.nz/newspapers/oamaru-mail/1896/11/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,1892-05-31,HBH,Hawke's Bay Herald,12,ENGLAND.,"London, May 26. Lord Knutsford has invited the Agents- General to a dinner to be given in honor of the Queen's Birthday, whloh is being oelebrated on tbe 28th instant. At the oopper conference it was agree to lednoe the output 5 per cent. The Earl of Dysart has gone over to the Liberal Party. Tho sum of £9000 haa been subsoribed to defray the expenses of an immense: conference shortly to be held in Belfast to protest against the people of Ulster being placed nnder the control of an Irish Par liament in the event of Home Rule being granted to Ireland. At a meeting of the Protestant Alliance, the Dean ol Aohoury, a parishln County Sligo, deolared that Romanism was tho oause of the tronble in Ireland, and expressed the opinion that civil war wonld certainly follow the granting of autonomy. It was decided to agitate against Home Rule during the elections. Mr Clayden, formerly of New Zealand, will be a candidate for the Dulwioh (Gam* berwell) seat in the Honse of Commons at the general election. In the House ot Commons a Mil lntrr> duced by the Right Hon. James Stansfeld, M.P. for Halifax, fixing the period of '' occupation by electors at three months* has passed its second reading by g majority of 200. The Government offereoV no opposition to the measure. It is rumored that the Miners' Fedora tion is considering the propriety of a - general stoppage of Work in the coal mines, in order to assfc, th , Dwh miners on stride, May fl_ Tallow bas undergone a decline of 3d. English wheat has experienced a Reneral decline, Tbe Continental market Is steady, and the American firm. (Reoelved May a, 12,35 __.) May 30. The hull of the steamer Port Donglas, which was wrecked on a reef at St. Vincent, was insured for £55,000, and ber refrigerating machinery also for £65,000; aline on the cargo amounts to •bont £150,000— a1l in London offices. The New Zealand Shipping Company's steamer Kaikoura will convey tho ill fated vessel's passengers to Hobart, from whence they will be transhipped to Mel bourne. Rear-Admiral R. C. Mayne, M.P. for Pembroke and Haverford West, died suddenly on Saturday from a fit of apoplexy, with which he was seized shortly after leaving the Mansion House banquet given in honor of the Queen 's Birthday. The coJUery owners have accepted the proposal of the Bishop of Durham, who nrged that the 10 per cent reduction in wages should stand, and the other S_ per oent be referred to arbitration. It is reported'jthat the men are willing to accept these conditions, The Indian Currency Association formed at Simla, has petitioned Parlia ment to allow the Indian Government to bave a tree hand In oarrying out teforms with regard to the currency.",0,-0.987458457,https://paperspast.natlib.govt.nz/newspapers/hawkes-bay-herald/1892/05/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1870-01-19,BH,Bruce Herald,8,WAITAHUNA.,"(From our own correspondent.) On Sunday last this district -was visited by a flood, surpassed only by the great one of February, 1868. The rain began to fall about 7 a.m., end cnntinued almost without intermission till Monday night. The river attained it? highest level about 8 p.m., on Sunday, when it stood about four inches lower than on the occasion referred to. Long befoie this hour the houses on the Havelock township were, with two or three exceptions, deserted, and of several of them, little more than the ridge-poles could be discerned, amidst the wate*\ Part of the north-end of the bridge was carried away, and two large chasms worn in the embankment, which form the approaches. Mr Oudaille's house and store stood on an i; land, an inch or two above the water, while a strong current flowed on either side of it, making escape, had it been necessary to leave, almost impossible. Fortunately however the water did not rise so high as to force the inmates to leave the premises. A large quantity of mining tools, boxes, &c ,/were carried away, but the. v greater part were afterwards recovered fuither down the river. The damage done to mining property tttay be estimated at from L3OO to L 350, while that from the flood I have referred to was put down at the very least at ±1500. - This time the loss fell almost entirely on the miners on the Havelock Flat, while on the former occasion scarcely a claim in Waita huna escaped. Several of the settlers have been heavy losers, their crops and fences being damaged or swept away. A party of men are employed repairing the bridge, — i.e., filling in the gaps in the embankment with loose sand and gravel, snre to be swept out the next slight flood. This has been the third time in two years that the same thing has been done in the Bame useless manner, whereas had the bridge been lengthened a few feet at each end, not only would the repair be permanent, but an obstruction would be avoided which helps considerably, by stopping the water, to cauae floods. The crops are looking better after the rain, but still much lighter than the average of previous seasons. Harvest will be much earlier than last year; some patches of barley will next week be ready -for the icythe.",0,-1.014544082,https://paperspast.natlib.govt.nz/newspapers/bruce-herald/1870/01/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1895-08-08,OW,Otago Witness,17,MISCELLANEOUS.,"GRAFTING ORCHARD FItUIT TREES. The grafting season having again arrived, it may potsibly be of interest, and also to the profit of orchard owners, to remind them of the folly and waste of allowing young, vigorous, bat worthless trees to keep on cumbering the ground, when they might be made to produce good crops of excellent fruit in a few years by grafting them with select sorts. There are thousands of poor useless apple, pear, and plum trees (hat never bear a decent crop of fruit, and probably never will if permitted to go on as at present, and it is most decidedly to the interest of the owner that all such trees be made to do the duty they were intended for — viz., to bear good fruit and prove a profitable in vestment to the planter or bis heirs. Qrafting is such easy and simple work that any man of ordinary intelligence can soon pick up the knowledge of how to do it by watching a grafter at work. A HINT ABOUT ANNUALS. As the season for seed-sowing is approaching, it will be well to remind amateurs that annuals suffer more from overcrowding than from indifferent soil. One often goes into gardens, small ones especially, when the seedlings are' springing up, and finds a dozen crowded into a space to which one plant would have been suffi cient. In dealing with annuals, first prepare the ground well, making the surface moist and fine, and sow thinly, always thinning out severely, transplanting the seedlings to other parts of the garden. When this is dona the annuals spread out splendidly, covering a comparatively large surface of the soil, and making a glare of colour. A GOOD INSECTICIDE. Dissolve 81b of soft soap in 12 £ al of hot water. When cold add a gallon of tobacco liquor, Placa in a lub and dip the infested foliage therein, afterwards syringing with cold wattr. STONES BENEFICIAL TO SOILS. Never remove Btone3 from the soil unless Absolutely necessary, la light soils they help to conserve moisture and keep tbe soil cool in hot weather. In heavy soils they help to lighten the soil and render it poroun and warmer. FILTHY TOTS. Never allow pots in which plants are growing i to become coated externally with slime, filth, and lichen. Scrub them peirodic&lly with warm water. They will not ouly look more attractive to the eye, but alio enable the roofs to have access to the purifying and invigorating effects of fresh air. THE OLOIBB DE DIJON ROSE. It is not easy, says a Home pap<T, to select he best rose. Every ro.'e is beauiiful in some particular, but in no variety is such a delightful combination present as in Gloire de Dijon. It may be interesting to my readers to know that this splendid climbing rose was raised at Dijon, in France, by M J&cotot, who has given to the world many lovely roses. It occurred as a chance seedling, aud its parentage is there fore obscure, but the Bourbon variety, Madame Desprez, was probably one of its parents. We owe an eternal debt of gratitude to the great French rosarian. Gloire de Dijon is a good all- round rose — strong *ia growth, free blooming, pretty in colour, and gifted with a powerful perfume. It seldom gets "" miffy,"" and is responsible for m%ny a delightful cottage picture. The Dean of Rochester, president of the National Rose Society, declares that, "" If ever, for some heinous crime, I were miserably sen tenced for the rest of my life to possess but a single rose tree, I should desire to be supplied, on leaving the dock, with Gloire de Dijon."" COCKSCOMBS. These are tender annuals, of which the cockscomb Celosia cristata, with its near ally ; C pyramidalis, are the best kuown and most ! generally cultivated kinds. Both are useful decorative plants. The seed should be sown, in pant in spring, and placed on a hotbed where an intermediate temperature can *be kept up ; just cover the feed and shade tbe surface from the sun. When the plants appear, stand near the glass, and as soon as they are 3in high move them singly into 3in pots and drain moderately. Gjod turfy loam, to which is added one-sixth of rotten manure, some leaf mould, and a little sand, will grow them well. Keep close for a few days, and shade lightly from the sun ; this is necessary at all times in bright weather, for if the leaves are injured the appearance of the plants is spoilt. Care must be taken tbat they never want for water, as the leaves will also suffer from (hi) cause. Give air daily, and syringe in the afternoons at closing time. A night temperature of 60deg, with proportionately more heat in the day, will ' answer for them. When the soil is fairly filled with roots put them in their flowering pots ; Bin or lOin in diameter will be quite big enough. AURICULAS, PBIMROSES, AND POLYANTHUSES. Auriculas may be sown now, and a good packet of seed will give many beautiful varie ties. Sow thinly in gentle heat, and, when large enough, pinch out the plants in a bed of good soil made np in a somewhat shaded place. The finest varieties may be selected for the garden, and an edging of auriculas is very inte resting and pleasant, their rich perfume scent ing the garden. A moderately light soil and a good supply of water are necessary to get flue healthy tufty plants crowded with strong flower stems. Primroses and polyanthuses are sown at various times, usually when the seed is ripe. Seed sown now may be placed in a cold frame, and it is best to sow in a shallow pan. Prick out the seedlings when large enough and the weather is suitable into a prepared bsd in the open, sheltered and fairly shady. SOMETHING LIKE A VIOLET. In that land of flowers, California, Mr Car bone has, according to an American paper, succeeded by careful cultivation in growing a violet named the California, of which its purity of colour, delic*cy of fragrance, grace of form, and unusually large size place it easily in the lead of all flowers of its species, and in fact with many make it rank as the most beautiful of all flowers. This new violet has been in course of cultivation for three years, aud has now attained its most perfect form, colour, fragrance, and size. Each flower is sufficiently large to more than cover a silver dollar. Its colour is purple, and does n&t fade. The fragrance is intense, and the stems vary from lOin to 14in in length. AKALIA SIEBOLDI. This and the aspidistra, known also as the parlour pa'm, are certainly two of the best plants to choose for a room. One cannot be too particular in choosing plants for such a purpose, by reason of the dust and dirt, which cjver the foliage, choking up the pores. The aralia is readily known by its lobed, deep-green, leathery leaf, which it easily kept free from du»t by a sponge dipped in luke warm water. It will remain in good condition even months without re-pott'n#, and when the leave* gtt yellowish a little ro.'t- water will bring back the rich green colour again. BEGONIA SCHABFFIANA. This is a bold growing species, reaching a height of a yard or thereabouts, with stout, ; erect stems, and large bronzy green leaves veined with red The m^st prominent feature, bow ever, is the bksioraf, borne in large, derjsdy pscked clusters, and which, from their weight, ansume a drooping character. The individual blooms arc of a pale pink colour, while the sepals are, at their b*se, thickly clothed with reddish hairs, which become much less numerous towards the upper part. It is undoubtedly one of the very best begonias, beautiful ai many of them are, a great merit being that it will flower well on into tbe winter. Like the rest of its class, it is of easy culture, for cuttings strike readily enough, and seedlings can be raised easily. SOIL FOB WINDOW PLANTS. The soil iv which window plants is grown is an important element of culture. For racsb house-plants a rich, light soil is Mii table, such as may be easily made by a slight mixture df fine, fresh sand with god garden loam. In this, if good drainage is tecured, most plants will do well. Where, however, it can be obtained, a mixture of two parts of well-iotted turf and one part sharp sand is preferable. If there is a neighbouring greenhouse, it is easy to obtain such s,>il, but any sweet eatth which is not sodden, or is, by bec^miug so, allowed to gefc sour, will grow common plants well. It is a good plan to stir the' surface of the soil in the pots whenever it becomes hard ; this is specially bent floial to roses. The addition of a few bits of charcoal to the soil often increases the brilliancy of the flowers, and to some plants powdered bone imparts a more vigorous growth. To conclude, white plants may live, and often bloom, with little care and often in spite of negUct. They will repiy well-directed care by vigour of growth aud p-ofusion of bloom, while their wants are bub few. Attention to these ia essential to their health ; and in the house culture of plants, if th«y are worth growing at all, they are well worth the care which is neces j sary for successful culture.",0,-1.015369621,https://paperspast.natlib.govt.nz/newspapers/otago-witness/1895/08/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1870-01-19,BH,Bruce Herald,13,BLUE SPUR.,"(From Our Own Correspondent). (Unavoidably held over from last issue). According to the old adage ""it never rains but it pours.'' If the promoter of this sublime passage had had my experience, he would have added, '* especially at the Blue Spur."" We had a long time of dry ""weather up to I last week, when we had several heavy thunder storms. On New Year's day it was very fine, warm and sultry. The games and sports were first class, and were patronised by a respectable and orderly class of people. There was nothing to disturb the general harmony with the exception of a "" lad "" who had im bibed rather freely, and who hnd evidently got .blue moulded for want of a baiting. He seemed desirous although having had an abundance of ""John Barleycorn."" to tap a little claret, and which a, ft iend did for him to his heart's content. Save this little amus ing episode, a 1 went happy as a; marriage festival, the gentlemen vicing with the ladies in showing canvas Their hats were literally streaming as with flags and banners, and like ''John Chinafrian "" the higher the blood the longer the tail. On the same day (Mew Year's Day) the Wesleyan Sunday school children had their annual treat. Mr Manuel, the respected superintendent of the school, with the teachers and friends, took the chil dren to Carey's Park, near this township, where the juveniles and their teachers had a very enjoyable afternoon. On Sunday the rain fell in torrents ; brooks were converted into rivera ; all traffic and travelling was put a stop to. The Revd., Dr Copland, for the first tims since the church had *»• branch here, could not attempt to take the ford afc th<?foot of Gabriel's, 1 and many a time the Doctor has put in an appearance when men of heavier physique would have secumbed. The Wesleyaus were more for tunate. Their minister, the Revd. MrKeall, living on ""this side of the flood,"" had an opportunity of holding his service at the usual hour, and preached an excellent sermon to about a dozen devoted men Who braved the storm. For about three days we did not see the sun. The damage done to gardens and water-races must be something con siderable ; boxes wera carried down Gabriel's for a considerable distance. For several months, the tailings had. so filled up the bed of the old creek, that a large pool had formed at the head of the gully damiaring two or : three gardens, ani threatening total destruc- "" tion to several fine cottages and gardens. Two of these c<>ttau;e-ownere Mr ttobert Symes and Mr J. O'Leary, sought to recover com pensation for damage from the claim owners, but were nonsuited in the Warden's Court. The flood, however, works by a different law, and has, with the greatest consideration and generosity made for itself a deep channel, and taken itself to the Molyneux, giving the original proprietors possession agaiii of their gardens, and I daresay the cottagers in ques tion were very glad to see the "" Lake "" go without wishing for "" many happy returns"". This district has for some considerable time been well supplied with gospel ministrations, and we are glad to observe that another minister has been added to the supply, in the person of the Revd. Mr Menzies of the English Congregational (Independents) de nomination. We hear the Rovd. gentlemen has met with very great encouragement sinC^. he arrived in the district. It is said that ther v< * are a sufficient number belonging to this de--~J\. nomination in the district to warrant the attempt 1 eing made to form a church, and we hope Mr Menzies. will be rewarded for the amount of faith which he evinces in the "" Venture."" Mr Menzies preached at the Blue Spur last Sunday week, and we under stand that arrangements have been made to take the service alternately with the respected presbyterian minister, the Revd. Dr Copland who has preached here every alternate Sun day for nearly three years, and since the Revd Mr Martin left the district we have an open Sunday and an open house, which the school committee have very wisely allowed Mr Menzies to occnpy. We hear that Mr Nicholas, photographer, has met with decided success since he came up to the Spur, and has succeeded in making some remarkable "" takes "" which it is im passible to individualise. One, however, is so striking that we cannot forbear mentioning. A noted inhabitant is taken in his shirt and trousers, and has been taken to the life, the artist preserving his own reputation and the immaculate purity of the clean shirt.",0,-1.017284895,https://paperspast.natlib.govt.nz/newspapers/bruce-herald/1870/01/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,1888-01-19,PATM,Patea Mail,18,“HAD”,"An amusing incident, which oc curred not a hundred miles frem the borders of Suapeka, has just been re ported, A bank clerk having received notice of removal, set to prepare him self for the journey. He had a lot of old clothes which he had worn out, and which, he wanted to get rid of in some way, so he made up a tidy par ed, put it in a black bag, and by the light of the moon wended his way to a river near by. Picking out a pretty deep spot, he tied the bundle to a brick and drojjped it. That same - night the village policeman was waited on by a young couple, who in formed him that whilst sitting on the hank of the river studying astronomy they noticed Mr Brown, of the Inter colonial Bank, steal quietly to the deep hole, take a young infant from his bag, and drown it with a heavy V stone tied to its neck. Here was a sensation I a right down first class case for a constable who hadn’t had one for fully six months ; so determined to make the best of it. Constable O Hooligan, obtaining assistance, pro ceeded with a grappling iron to the indicated. The news soon got abroad and, before many minutes, on the bank of the river stood a policeman, two parsons, three Chinamen, a jour nalist, a bank manager, a Salvationist, and seven sympathetic females. Aftei about an hour’s search, the iron hook got attached to a bundle, which was carefully drawn to the surface and deposited with, an air of victory, not unmixed with horror, on the bank. The work of investigation was com menced. “The heartless villains,’’ exclaimed a parson ; “ the wretches,” sobbed a female ; “ poor little angel,” articulated the Salvationist; ‘ ‘ welly wicked Eulopean,” rejoined a China man. In a minute the contents were laid out on the tussocks. They com prised a pair of seatless pants of the masher pattern, a couple of well-worn shirt fronts, an old pair of gusset boots, a few old socks, a crushed hat, and a thread worn swallow tail, in the pocket of which was found a lady’s pocket-handkerchief, a peppermint lolly, a fine toothed comb, and a pawn 0 ticket. The inquest has not yet been held.—-Times.",0,-1.022147238,https://paperspast.natlib.govt.nz/newspapers/patea-mail/1888/01/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
