,date,newspaper_id,newspaper,article_id,title,text,pred,prob_1,newspaper_web
10,1859-11-05,TH,Taranaki Herald,11,WANGANUI.,"[From the Chronicle, October 27.] Which will be the next new Province ? Wanganui ? Perhaps. But we repeat the suggestion, that any movement at present for separation would be premature. The Governor's refusal to interfere with the Superintendent's constitutional right to veto Bills passed by the Provincial Coun cil is another reason why we should wait with patience for the coming time when the Constitutionalists will have a numerical, as well as moral superiority in the Council, and justice to Wanganui and Rangitikei be secured. From the recent publication of payments out of our district and disburse ments therein, it is manifest, as far money (Continued in Supplement.)",0.0,0.0003821849019553581,https://paperspast.natlib.govt.nz/newspapers/taranaki-herald/1859/11/05
91,1895-01-16,WSTAR,Western Star,6,SPORTING.,"WAIRIO RACE MESTING, 1895. The following handicaps have been de clared by Mr G. Dowse for Wairio J. C. Meeting on January 30th : Handicap Hurdle Kace, 2 Miles—Hunts man list 101 b, Silvertail 11.7, Juno 10.9, Fairy Queen 10.0, Victory 9 7. Handicap Time Trot, 2 Miles—Elizabeth Scratch, Tohy 7 sees, Vulcan 12, Silverbell 17, Dolly 19. Mick 21, Miltons Daisy 24, Silvermans 26, Starlight II 2S, Nolly No Eye 31, Shovers (late Exile) 34, Lady Bird 34, Ro elea 36, Little Nell 36, Dick 36, Lassie 38, 01.1 Stockings 38, Mnnter3B. 'Wairio Gup Handicap, Miles—Leinster 9st, Cinnabar 7.9, Bohampton 77, Master Moore 7 5, Otatara 7 0. Flying Handicap, 6 Furlonrs—Wanganui 9st slbs, Kiwi 8.7, Napier 8.5, Dandenong 80, Cinnabar 7.11, Mata Mata 7.9, Admiral 7.9, Surprise 7.7, Master Moore 7 7, Water mark 75, Eelpine 7 2;-Lady Troou 7.0, Nikau 6.10. W bltbr Handicap,! Mile—Silvertail lOst 71b, Juno 9.12, Kiwi 9.10, Napi*-r 9 8, Fai> v Queen 9.3, DanJenong 9.3, Cinnabar 9 0 Firefly 8 7, Helaine 8.5, Nikou. District Handicap, 1| Miles—Juno 9.0, Fairy Queen 8.5, Admiral 8.3, Su’prise 8.0, Victory 7.13, Watermark 7.13, Firefly 7.10, Johnny 7.7, Lady Troon 7.5, Funny 7.0.",0.0,0.0003169435320750795,https://paperspast.natlib.govt.nz/newspapers/western-star/1895/01/16
0,1859-11-05,TH,Taranaki Herald,1,Shipping Intelligence.,"ARRIVED. November 1. — Cresswell, barque, 800 tons, W. C. Barnett, fiom London, via Nelson. Passenger — Mr Nash. Nash & Scaife, agents. November 2. — Ariel, biigautine, 138 tons, White, fiom Nelson. W. Weston, agent. SAILED. November 2. — Cresswell, barque, 800 tons, W. C. Bainott, for Port Underwood. Passenger — Mr Nash. November 4. — Ariel, brigantine, 138 tons, White, for Melbourne. Passengers — Messrs Dwyer and Lake. IMPORTS. Per Cresu ell — 1 cask saltpetre, 1 cask rice, 1 do. blacking, 1 case staich, 5 cases fruit, 1 case oysters, I case salt, 2 casks soda, 3 casks vinegar, 1 case preserved meat, 1 case slops, 1 hhd, loaf sugar, 2 cases cunants, 1 case blue, 1 case salmon, 2 cases of salad oil, 5 cases salad oil, 1 case, 30 pkgs., 60 tons coal, Nash & Scaife ; 2 pkgs. agricultural ma chinery, J. C. Neild ; 2 casks, 4 cases, 3 bales, 1 case, J. Gilmour ; 1 case, S. P. King; 1 case, Of ficer Commanding ; 1 cask, Rev. H, Gioube j 1 box, T. Hempton ; 2 cases, W. McKechney ; 12 crates, 1 cask, Thos. Shaw ; 13 cases, 3 casks, G boxes, 1 chest, as addressed. Per Ariel— Bs bags sugav, 23 dozen buckets, 10 coils spun yarn, 9 cases port wine, 5,000 feet board ing, 22 tables, 7 cases pipes, 2 cases clothes pegs. EXPORTS. Per Ariel — 8 sacks bacon, 14 sacks bran, 16 kegs butter, 8 J-casks brandy, 1 case cigars, 2 cases eggs. | The Cresswell left Nelson on the 29th ult., and as she was coming out of port the Lord Asbley was going in, hence the day before. The Cresswell came I to an anchor in the Roadstead at 11 a.m., on Tues day morning, and discharged her New Plymouth cargo iiom London, upwards of 40 tons, before dusk. It will be seen by advertisement in our col umns that the Cicsswell will be at Port Underwood in all December, to take in wool, to sail for London in January. The ship Hastings, one of Messrs AVillis, Gann, & Co.'s line of packets, arrived last Thursday after noon fiom London, atter a passage of 132 days. Oh tlie night of the 20th of August, \\hen off tlie Cape of Good Hope, tlie ship gave a sudden lurch and pitched the Captain oveiboaid, who was unfoi tunately drowned j it was blowing a gale of wind at the time, and the vessel was going at the late often knots iin hour, so that theie was no chance of saving him. We understand the deceased was formerly chief mate of the Joseph Fletcher, and leaves a young widow to deplore his loss, having been mar ried only a few weeks pievious to his leaving Lon don. The Hasting""! has brought about 40 passen gers, and a geneial cargo. — Wellington Spectator, Octobei 22.",0.0,0.00026812177909429067,https://paperspast.natlib.govt.nz/newspapers/taranaki-herald/1859/11/05
11,1859-11-05,TH,Taranaki Herald,12,(Continued from thirdpage of Paper.),"matters go, that we have no reason to com plain of the Provincial Government, And with reference to the paltry proportion of receipts from Land Sales suffered by the Auckland gentlemen to find its way to the Provincial, Treasury, we have a better chance of getting our share through Dr Featherston than from Messrs Tancred and Richmond, in the event of our being the settlers of a comparatively weak and sepa rate Province.",0.0,0.0002522435742437087,https://paperspast.natlib.govt.nz/newspapers/taranaki-herald/1859/11/05
12,1859-11-05,TH,Taranaki Herald,13,"NATIVE LAND CLAIMS.  [From the Otago Colonist, October 7.]","We observe that Mr Commissioner Cutten is to hold a Court on Monday next, for the investigation of certain land claims, and that one applicant claims one million and forty thousand acres in this Province, and twenty thousand acres in Stewart's Island. ""We do not know how far the decision of Mr Commissioner Cutten may go to to es tablish or enforce the right of such claim ants to a Crown grant, or -whether or not his decision is practically final ; be this as it may, we must say that Mr Cutten is the last man to whose judgment the adjudica tion of such vast interests ought to be en trusted, assuming that the Crown is to apt upon that judgment. There are parties in existence who have ostensible claims to millions of acres of land throughout this Province, which they allege were purchased by them from the natives long before Bri tish authority was established in these is lands ; if these claims are now to be recog nised to their full extent, it will be a very serious matter for this Province, and will considerably impair the public estate, from the disposal of which we anticipate so much in the way of immigration and public works. We do not know whether or not the Pro vincial Government appears at these so called courts of investigation of Mr Com missioner Cutten ; but if not, it is certainly their bounden duty to see that the public interests are in no way prejudiced, by be ing left in the hands of a Commissioner in whom no great confidence can be placed where either his own interests or prejudices may be involved. We must not be understood as prejudg ing the cases of land claimants, or as as serting that there is no just foundation fpr their claims. We believe, that in some in stances, and to some extent, equitable claims may be made out, but with respect to the great bulk of such claims, we are in clined to think they rest on no good foun dation . Many of them have been foreclosed long ago, simply because the parties did not deem it worth their while to appear be fore any of the Commissioners who from time to time were appointed to investigate them ; and the probability is, that it is on ly the value which the lands of the Pro vince have acquired from settlement, that has drawn many of those claims out from the oblivion to which their owners had consigned them. We understand that many of them cover lands which were pur chased from the natives by Mr Maritell ; and we know that the last purchase effected by that gentleman, payment for which was made out of the funds of the Province, and for which a regular deed was executed by the sellers, included lands now claimed, in virtue of alleged transactions with the na tives twenty years ago. We again repeat, that it behoves the Provincial Government to see to it at once that no individual, be he who he may, shall be permitted to decide authoritatively in this matter.",0.0,0.00019863088428676703,https://paperspast.natlib.govt.nz/newspapers/taranaki-herald/1859/11/05
8,1859-11-05,TH,Taranaki Herald,9,"NELSON.  [From the Examiner, October 22.]","Native King Movement. — Emissaries from the native King party in *he north are at present in Massacie Bay, endeavouring, by misrepresenting the intentions of the Europeans towards the natives, and by thieats and inflammatory language, to induce the well-disposed lcsident natives of that district to join the lung movement. The Natives. — Intelligence reached Nelson eaily in the week, that a paity of natives in Queen Charlotte Sound had chartered a s>mall vessel be longing to a person named Hood, to convey them to Taranaki, foi the avowed purpose of assisting Wil liam King in an attempt to prevent the occupation by Europeans of a block of land which some natives have either sold, or are about to sell, to the Govern ment. We Pie unable to state the paiticulars, but the matter has been considered of sufficient impor tance to warrant Mr Mackay to depart hastily for Queen Chailotte Sound, in order, if possible, to dis suade the natives fiom lending themselves to the schemes of that tmbulent chief, William King ; and, if necessary, to prevent Hood giving them the use of his vessel to carry them on such an expedition.",0.0,0.00018716419000375714,https://paperspast.natlib.govt.nz/newspapers/taranaki-herald/1859/11/05
29,1897-12-02,LCP,Lake County Press,9,Pembroke.,"(LAKE COUNTY PRESS CORRESPONDENT.) The return match between Cardrona and Wanaka was played on the former’s ground on Saturday last, 20th ult. Owin» to heavy rains the second innings was not played. Appended are the scores : CARDRONA —Ist Innings. J Walsh, b G. Ironside 0 A. Gallon, b S. M'Skimming 0 F. Foote, b C Ironside 0 J. Paterson, b S. M'Skimming 0 A. Walsh, b ~ 0 J. Cullen, b C. Ironside IS G. O'Hara, b „ 10 I'. Tracey, not out 11 A Lafranchi, b C. Ironside 0 J. Callaghan, b ~ 5 J. Torrie, c Templeton, b M‘Skimming 3 Extras 3 50 Bowling Analysis. Ironside, 23 runs fot 6 MSkimming, 21 runs for 4 WANAKA—Ist Innings. T. Russell, c Callaghan, hj Paterson 3 C. Ewing, c J, Walsh, b ~ 15 D. Anderson, b ~ 2 S. M‘Skimming, b Lafranchi 1 T, Templeton, cJ. Cullen, b Lafranchi 2 G. Ironside, b Lafranchi 1 G. Thomson, c Callaghan, b Lafranchi 1 W. Millar, b Lafranchi O R. Halliday, ~ 0 M. Millar, c Foote, b Lafranchi 0 Joyce, not out 1 Extras 5 31 Bowling Analysis. Paterson, 3 for 7 Lafranchi, 7 for 18",0.0,0.00010724725980220968,https://paperspast.natlib.govt.nz/newspapers/lake-county-press/1897/12/02
28,1897-12-02,LCP,Lake County Press,8,Cricket.,"The Arrow and Queenstown second elevens tried conclusions on the Arrow ground on Wednesday, 24th ult. Queenstown proved victorious by an innings and 14 runs. Young M‘Dowell played havoc with the Arrow batsmen. He is a most promising bowler, considering his age. The following are the scores : ARROW—Ist Innings. J. M'Kaue, c M'Haffy, b M'Dowell 0 J. Cooper, b M ‘Dowell 0 S. Oldfield, b „ 1 J. Jenkins, b ~ 3 J. Oldfield, b 2 L. Murphy, b ~ 0 E. Healey, not out 12 A. Jopp, run out 3 A. Lister, b M‘Dowell 1 E. I'oord, c Dewar, b M'Dowell 3 W. Holt, b M ‘Dowell 0 Extras 2 27 QUEENSTOWN—Ist Innings. C. Keay, c S. Oldfield, b J. Cooper 13 A. Webb, b Jenkins 11 E. Fraser, b S. < ddfield 6 J. Anderson, c M 'Kaue, b Jenkins 17 p. R. Dewar, ~ bJ. Oldfield 10 W. Mohaffey, ~ b Jenkins 4 E. M‘Dowell, ~ b Foord 2 J. Butler, c Healey, b Jenkins 0 W. Joss, not out 15 i*. Geisow, e Healey, b Cooper 11 H. Hotop, b S. Oldfield 2 Extras 5 90 ARROW —2nd Innings. J. Oldfield, c J. Anderson, bM'Dowell 2 L. Murphy, b M‘Dowell 3 J. Cooper, b ~ 3 J. Jenkins, b Keay 15 E, Healey, (• M'Dowell 2 S, Oldfield, c-Dewar, b M'Dowell 0 J. M'Kine, b M'Dowell 0 W. Holt, b Keay 3 A, Jopp, c Fraser, b MehafFey 9 E. Foord, c Dewar, b Fraser 10 A. Lister, not out 4 Extras 4",0.0,9.868772826564019e-05,https://paperspast.natlib.govt.nz/newspapers/lake-county-press/1897/12/02
86,1895-01-16,WSTAR,Western Star,1,MINING APPLICATIONS.,"For hearing on 18th Jan— Richard Allen, for the Triangle Extended Quartz Mining Coy, Ltd, two water-races, Wilson’s River. Wm King and J Stepp, water-race, Orcpuki J C Ellis, water-race, Wilsons River Duncan Dundas, tail-race, Longwood. Also two water-races. H J Day, water-race, Cuttle Cove Thos Cullen and pany, water-race, Wilsons River. Nicholas Johnson, licensed holding, Wilsons River, Jno McKenna, licensed lidding, Wilsons River. Jos Clarke and others, wing dam, Round Hill. R B Williams,.for the Crown claim, Wilsons River, protection. Also protection for the St George claim. Round Hill Mining Coy, special claim. This was partly heard on the 32nd of last month. Objected to by Conchcr and patty.",0.0,9.528488042380228e-05,https://paperspast.natlib.govt.nz/newspapers/western-star/1895/01/16
3,1859-11-05,TH,Taranaki Herald,4,UNTITLED,"The Nelson Examiner of 22nd ultimo, re ceived by the Cresswell, contains impor tant information respecting the proposed migration of a large party of Natives from Queen Charlotte's Sound to this Province. The letter of Mr W. Jenkins, which we publish, satisfactorily accounts for their re turn, and will allay the uneasiness which many would otherwise experience at the mention of an accession of strength to Wi remu Kingi's party. We are not the less indebted to our con temporary the Examiner for this friendly warning respecting a movement believed to mateiially affect the welfare of our people, nor are we unmindful of the obligation of this community to Mr Mackay for the prompt and energetic measures said to have been taken by him to dissuade the Natives of Queen Charlotte's Sound from joining in any movement likely to add to our present embarrassments. It is quite cheer ing to find fiiends in another province tak ing a kindly interest in our affairs and dis posed to avert trouble and annoyance from us at the risk of inconvenience to them selves.",0.0,9.177139527893937e-05,https://paperspast.natlib.govt.nz/newspapers/taranaki-herald/1859/11/05
97,1895-01-16,WSTAR,Western Star,12,RIVERTON RACING CLUB.,"The annual general meeting of the Riverton Racing Club was held in the Globe Hotel on Monday evening. There were present —Messrs Lyle (in the chair), Eyes, Willett, Tuson, Wohlers, J McKay, J B Sutton, J R Turnbull, J O’Dowd, and T It Winton. The balance-sheet showing a credit balance of £lO5 8s 2d was read. In moving its adoption the chairman said he was glad the Club were in such a good position, and it was chiefly owing to careful management that they had such a substantial balance. The election of office-bearers was then proceeded with and resulted as follows :—President, J Gardner, Esq, Birchwood ; Vice-Presidents—Messrs A R Hare, J Mclntyre and J Ten nant. Treasurer, Mr A M Eyes ; Secretary, Mr TRWinton; Stewards —Messrs J B Sutton, J Wohlers, J Lyle, J McKay, M Lyon, M Instone, J Quin, A M Eyes, T W Perry, J Ritchie, J Turnbull, and J Stevens. Judge, Mr M Instone ; Starter, Mr J Smith, of Otautau; Cleric of the Course, Mr J R Turn bull ; Clerk of the scales, Mr A E Willett; Timekeeper, Mr J McKay ; Handicapper, Mr G Dowse, The programme was then con sidered, and after some discussion, it was decided to substitute a District Hack race, welter handicap in lieu of the Hunters Elat Race. The follow- 1 was eventually decided upon:— Handicap Hurdles of 20 sovs, Maiden Plate of 12 sovs, Maiden Steeplechaise of £22 10s, Riverton Handicap of 35 sovs, Flying Handi cap of 20 sovs, Open Steeplechase of 35 sovs, District Hack race of 15sovs, welter handicap, and Riverton St Leger of 20 sovs. The entries for the last named event Raving closed, the following nominations were re ceived : Mr A Lyons King Charlie, by May King -—Kobv. Mr T Dyers br.c Nikau, by Lorraine— ModestP, Mi A Cochrane’s Master Moore, by Le Loup—Margery Moore. Capt Stevens b.i, Sedan by Lorraine— Vixen. Mr J B Sutton’s b.c. by Meteo’’—Patty. Mr Eyes pointed out that last year the club were thinking of erecting a grand stand and a pub’ican’s booth, capable of accommodating 200 people on the top. As timber was cheap he was of opinion that they should take steps to erect same- On the motion of Mr Lyon the matter was left in the hands of the stewards with power to act. i] A It was agreed that the membership fee bo 10s 6d. The privileges, with the exception of the gates, were ordered to be sold. Mr Eyes said before the meeting adjourned he would move that it be recorded on the minutes the able manner Messrs J. Wohlers, clerk of the course, and J. Lyle, starter, had carried out their duties. Both gentlemen did not seek re-election, and Mr Wohlers had held that position for over 12 years. Messrs Lyle and Wohlers suitably replied, intimating that they had always tried to do their best. The meeting then adjourned.",0.0,6.235066658039392e-05,https://paperspast.natlib.govt.nz/newspapers/western-star/1895/01/16
2,1859-11-05,TH,Taranaki Herald,3,"The Taranaki Herald.  NEW PLYMOUTH, NOVEMBER 5, 1859.","The near approach of another session of the General Assembly renders it necessary that some steps should be taken to secuie to this province the full extent of repre sentation to which it is entitled. The pro vince is divided into the electoral districts of the Town, the Giey and Bell, and the Omata, which are respectively supposed to be represented ; but practically Taranaki only retains the services of one member — Mr C. W. Richmond's position as a mem ber of His Excellency's government has practically divested that gentleman of lo • cal inteiest, whilst Mr East some time since quitted the colony under circumstances which reasonably preclude his return. Our observations are, however, principally di rected to Mr East, on whom we have no desire to waste words. We might con clude from that person's antecedents that he would leave his Omata constituency in the lurch ; as he has done so it behoves them to enquire if there be any mode for securing a representation in tlie forthcom ing parliament of the colony. The Constitution Act provides that it shall be lawful for any member of the House of Representatives to resign into the hands of the Speaker the trust committed to him. That Mr East did not do this, need surprise no one. The same Act de clares that a scat in the House shall, in certain cases, become vacant, as for in stance, if a member shall for one whole session without the permission of the House fail to give his attendance, or shall become bankrupt or an insolvent debtor within the laws relating to insolvent debtors, or shall become a public defaulter, but we believe that Mr East's financial embarrassments, though morally disqualifying him from a seat in the House, could not be brought under this clause of the Act. The hope for the Omata electors is in the Act passed last session by the General Assembly for supplying vacancies in the House of Representatives during the recess. It provides that whenever it shall be esta blished to the satisfaction of the Speaker that the seat of any member of the House has become vacant by death, resignation, or otherwise, the Speaker shall address the Governor stating the existence of such va cancy, and the cause thereof, and the Gov ernor shall forthwith cause a writ to be is sued for supplying such vacancy. It is further provided that if when any such va cancy shall occur or exist, the Speaker be absent from the colony, a Committee to consist of the persons described in the Act may act in lieu of the Speaker. Here then, we believe, the electors have the remedy in their hands. Let them lose no time there fore in laying before the Speaker the cir cumstances, so far as they are known, which impelled Mr East to quit Taranaki, and subsequently Nelson where he held an ap pointment in the Customs, we feel assured grounds can be shewn to satisfy the Speaker that a vacancy really exists in the repre sentation of the district. The Act of As sembly was designed to remove an incon venient requirement of the Constitution Act, the duty of addressing the Governor on the existence of a vacancy devolving upon the House. This, as we have seen, may now be done by the Speaker during the recess, and, in his absence, by a Com- I mittee of Members of the House. The in tention of the Assembly was clearly to pro vide against a seat remaining vacant from any cause, thereby depriving the district of representation for a period. The electors of Omata owe it to themselves not to sub mit to he the dupes of Mr East's neglect and indifference ; and they have yet a higher duty to discharge — to put an end to the mockery and sham of any man who may have gained admission to the House, being still considered to represent a con stituency when all the circumstances, as in the present instance, are against any such assumption.",0.0,6.102680574848736e-05,https://paperspast.natlib.govt.nz/newspapers/taranaki-herald/1859/11/05
5,1859-11-05,TH,Taranaki Herald,6,THE OLD FOLKS AT HOME.,""" Let us then be up and doing, With a heart for any fate ; Still achieving, still pursuing, Learn to labour and to wait."" — LoNarcLLOw "" Learn to labour and to wait !"" This ought to be the motto of every intending emigrant, indeed, we do not know if it would not be a very appvopiiate one for many who stop at home, where the haste to glow rich is one of our "" social evils."" Our little Publication goes forth as a messenger of love ; and, in selec ting the above title, we wish to keep up that kindly feeling which ought to exist between the mother country and her strong and healthy children at the antipodes. "" Absence makes the heart grow fonder."" We trust so; and that it may long be the case with our New Zealand descendants, and when "" The heait grows bad and weary. Far from the old folks at home,"" we trust our little Messenger may serve to cheer up many a fireside, and convey a vivid picture of what is going on in the old coun try. Indeed, we feel particularly anxious to keep on friendly relations with our New Zealand children, so that when the New Zealander spoken of by Lord Macaulay comes to contemplate the ruins of St. Paul's ]ie may think kindly of those that are gone. We also intend that our little Paper shall be useful, by giving a summary of the news of the old world generally, with the latest intelligence and all the information which may be valuable to the colonist. Now that we have every prospect of a regular com munication with the Colony, by means of the line of packets lately established by our enterprising and energetic townsmen, Messrs Wilson and Chambers of the "" White Star"" Line. We trust and hope that the support which they deserve may enable us long to continue The Old Folks at Home, and we promise to do everything on our part to fulfil our expectations, which is our hearty desire — and we also hope that the progress and success of our growing Colony may make it one of the brightest gems in the Crown of that Empire on which "" the sun never sets.""",0.0,5.753019298671403e-05,https://paperspast.natlib.govt.nz/newspapers/taranaki-herald/1859/11/05
70,1889-09-28,NA,Northern Advocate,15,SIR H. ATKINSON CONVALESCENT.,"Sir H. Atkinson is so far convales cent as to be able to take a drive to day. Although confined to the house he still transacts the business of the Treasury, the officers attending in his room.",0.0,4.416667424265805e-05,https://paperspast.natlib.govt.nz/newspapers/northern-advocate/1889/09/28
